WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-7002671.16399821 -2947871.54941422,-7002681.96570684 -2947900.507471,-7002694.35143144 -2947927.8869698,-7002713.62769692 -2947948.64213327,-7002734.16162473 -2947957.224415,-7002741.96205508 -2947963.22836999,-7002739.64353489 -2947973.54899062,-7002730.09922764 -2948000.8409192,-7002733.66594548 -2948021.02542852,-7002741.07991095 -2948043.10411246,-7002751.40354362 -2948072.24432038,-7002755.75951953 -2948086.82039415,-7002768.29994425 -2948105.03996467,-7002779.69323965 -2948115.09137728,-7002812.767589 -2948141.89387419,-7002834.6069412 -2948160.72022764,-7002842.4717118 -2948171.43075118,-7002849.2092121 -2948184.48671611,-7002873.96931165 -2948207.85362822,-7002912.54427073 -2948258.99885405,-7002934.7068599 -2948277.18447696,-7002946.17484472 -2948285.0824726)",track,,,,,,,,,,,
"LINESTRING (-7013013.91783382 -2941988.10470092,-7013047.746211 -2941966.36028203,-7013094.4144368 -2941941.99050999,-7013141.082839 -2941917.62042949,-7013212.90621787 -2941891.60090106,-7013298.0531909 -2941859.34772764,-7013492.45448886 -2941779.80897581,-7013736.62845974 -2941679.9894211,-7014042.86315203 -2941555.72493605,-7014392.220793 -2941416.84891751)",track,yes,,,,,,,,,,
"LINESTRING (-7014568.62694146 -2941846.84356606,-7014392.220793 -2941416.84891751)",track,yes,,,,,,,,,,
"LINESTRING (-7013938.93103834 -2942177.16013228,-7013736.62845974 -2941679.9894211,-7013565.97265885 -2941224.9718189)",track,yes,,,,,,,,,,
"LINESTRING (-7013631.42805073 -2941199.72769516,-7013565.97265885 -2941224.9718189,-7013558.58238235 -2941227.82331628,-7013498.57735678 -2941253.2919113,-7013450.37121382 -2941273.04204674,-7013398.02777831 -2941290.76933248,-7013353.44100858 -2941316.16148106,-7013306.28056896 -2941349.27256656,-7013246.81909451 -2941386.54909061,-7013206.32810401 -2941413.95649966,-7013163.78058879 -2941440.35847026,-7013120.21594148 -2941463.68093056,-7013087.91304373 -2941484.91158071,-7013062.80002326 -2941501.98523203,-7013007.93079806 -2941522.28795494,-7012946.91474794 -2941554.94277654,-7012892.02200784 -2941575.23244418,-7012843.29975985 -2941598.59852077,-7012803.85115339 -2941629.09472786,-7012794.18956807 -2941661.49696003,-7012787.57222175 -2941689.17825674)",track,yes,,,,,,,,,,
"LINESTRING (-7014230.92349755 -2942004.16313364,-7014042.86315203 -2941555.72493605,-7013958.98354964 -2941332.1636862,-7013926.9232996 -2941257.3376511,-7013903.71619509 -2941229.19342788,-7013884.14623081 -2941206.68613977,-7013873.77975277 -2941175.91545311,-7013871.10634558 -2941142.53918666,-7013849.4333787 -2941108.74993458)",track,yes,,,,,,,,,,
"LINESTRING (-7014490.39519397 -2940800.57826336,-7014435.08052098 -2940653.2641398)",track,yes,,,,,,,,,,
"LINESTRING (-7014435.08052098 -2940653.2641398,-7014380.75803427 -2940518.38992406,-7014326.32026113 -2940356.85791225,-7014224.68250529 -2940093.4761215,-7014144.25463108 -2939885.0418596)",track,,,,,,,,,,,
"LINESTRING (-7015431.64928017 -2939611.68265991,-7015290.42246336 -2939679.25758185,-7015137.12760509 -2939750.92050139,-7015005.46769058 -2939817.81249205)",track,,,,,,,,,,,
"LINESTRING (-7014144.25463108 -2939885.0418596,-7014050.0252788 -2939634.14586038,-7014041.08804854 -2939588.96678253)",track,,,,,,,,,,,
"LINESTRING (-7014862.03146022 -2938634.26956367,-7014890.66706411 -2938677.16435024,-7015011.43543676 -2938992.7177321,-7015039.26923914 -2939060.61919119,-7015130.66276234 -2939267.94620259,-7015218.44198077 -2939500.31191883,-7015290.42246336 -2939679.25758185)",track,,,,,,,,,,,
"LINESTRING (-7012602.7228605 -2941006.59834991,-7012621.86914113 -2941053.22957559,-7012641.0431733 -2941110.14265829,-7012661.25206084 -2941170.12893583,-7012684.0655497 -2941242.94791244,-7012712.08605388 -2941336.26690563,-7012743.19162239 -2941433.70750555,-7012767.48578082 -2941490.58915497,-7012780.96078575 -2941530.59350444,-7012782.07607914 -2941559.34659442,-7012781.71564119 -2941565.39319604)",track,yes,,,,,,,,,,
"LINESTRING (-7013981.78140187 -2939980.02330539,-7014144.25463108 -2939885.0418596)",track,,,,,,,,,,,
"LINESTRING (-7012602.7228605 -2941006.59834991,-7012716.55403692 -2940952.60600628,-7012828.88262201 -2940904.28756257,-7012942.73028878 -2940855.43297007,-7013055.57217046 -2940813.7859952,-7013146.34525859 -2940772.74566785,-7013236.08980213 -2940728.64963619,-7013339.15085439 -2940678.29897257,-7013401.68970813 -2940645.11920083,-7013405.21128539 -2940619.93806184,-7013407.1475371 -2940579.85536932,-7013395.07562071 -2940498.26400282,-7013385.64405325 -2940439.74586105,-7013387.0646006 -2940398.13587205,-7013396.750205 -2940376.01221596,-7013418.21889789 -2940343.02778853,-7013440.69068202 -2940307.98102286,-7013494.72432596 -2940246.18615571)",track,yes,,,,,,,,,,
"LINESTRING (-7012058.83480998 -2942273.7207786,-7012050.94664499 -2942246.8540329,-7012029.27075758 -2942207.92874794,-7012009.14991816 -2942173.62208147,-7011990.60446312 -2942154.1963691,-7011975.12964115 -2942128.58635832,-7011975.06485819 -2942108.04928832,-7011986.8104344 -2942086.93700199,-7012005.77180246 -2942071.94978302,-7012039.09534752 -2942053.82204362,-7012080.10463118 -2942033.07166936,-7012166.72182581 -2941974.61936738,-7012289.72959257 -2941896.99859678,-7012299.95312819 -2941892.18428856,-7012341.52185117 -2941872.61656121,-7012435.90546129 -2941837.21647108,-7012551.31634041 -2941793.01521767,-7012618.47462719 -2941758.26326587)",track,yes,,,,,,,,,,
"LINESTRING (-7012046.40481395 -2941966.09709517,-7012149.51842459 -2941931.1867353,-7012221.85465596 -2941911.82064103,-7012299.95312819 -2941892.18428856)",track,yes,,,,,,,,,,
"LINESTRING (-7012132.69858469 -2941671.59334248,-7012108.94551034 -2941586.77877888,-7012071.12789003 -2941474.5036265,-7012059.1216232 -2941408.32139539,-7012059.99959057 -2941354.89214825,-7012027.40534018 -2941263.23305459)",track,yes,,,,,,,,,,
"LINESTRING (-7012264.42442668 -2940166.03673732,-7011955.30275059 -2940403.40042661,-7011874.72088524 -2940464.37964484,-7011638.55068621 -2940552.17564698,-7010987.14566241 -2940765.53570906,-7010627.11771057 -2940889.59196798,-7010316.40701338 -2941013.33289526)",track,,,,,,,,,,,
"LINESTRING (-7017401.90548571 -2937779.83538771,-7017129.34958922 -2937910.79681233,-7017046.08681127 -2937961.79026711,-7016736.79850213 -2938120.9955616,-7016294.64769244 -2938346.21219812,-7016124.25108021 -2938440.28319821,-7015934.27307754 -2938534.71411186,-7015906.98520871 -2938548.50030227,-7015788.77045733 -2938608.23527877,-7015635.79362842 -2938691.46708423,-7015523.43377511 -2938768.96449089)",track,,,,,,,,,,,
"LINESTRING (-7017171.73558956 -2938070.01878919,-7017117.70594636 -2938067.95245684,-7017106.05172717 -2938072.33610264,-7017100.5948923 -2938084.95724276,-7017100.67208054 -2938148.99894162,-7017090.48990433 -2938171.01824896,-7016758.86788901 -2938567.47933725,-7015617.84283528 -2939058.38973908,-7015130.66276234 -2939267.94620259)",track,yes,,,,,,,,,,
"LINESTRING (-7015524.6757941 -2938676.00176335,-7015508.7073833 -2938691.99940255,-7015501.53822573 -2938714.59163451,-7015523.43377511 -2938768.96449089,-7015540.08852309 -2938810.34718662,-7015597.14596214 -2938935.6803447,-7015597.83424076 -2938978.9078524,-7015603.71972114 -2939010.93869478,-7015617.84283528 -2939058.38973908)",track,,,,,,,,,,,
"LINESTRING (-7015524.6757941 -2938676.00176335,-7015501.54886688 -2938642.92577578,-7015484.11039979 -2938604.49591586,-7015473.77153683 -2938564.5407215,-7015466.87728736 -2938548.07069887,-7015459.47402224 -2938543.42304096)",track,,,,,,,,,,,
"LINESTRING (-7015459.47402224 -2938543.42304096,-7015447.53765712 -2938543.88127738,-7015241.1655634 -2938629.52792599,-7015175.91066132 -2938660.61666896,-7015164.6883531 -2938676.52224655)",track,,,,,,,,,,,
"LINESTRING (-7015164.6883531 -2938676.52224655,-7015164.09407525 -2938700.00167488,-7015238.06442437 -2938947.24284851)",track,,,,,,,,,,,
"LINESTRING (-7015523.43377511 -2938768.96449089,-7015380.16864952 -2938859.64533288,-7015238.06442437 -2938947.24284851,-7015098.90439505 -2939027.56368136,-7015039.26923914 -2939060.61919119,-7014965.6378738 -2939101.41325308,-7014713.22390636 -2939224.59150694,-7014634.5845068 -2939258.40582662)",track,,,,,,,,,,,
"LINESTRING (-7013681.03851697 -2939560.2031681,-7013671.39888807 -2939542.51474996,-7013660.63215711 -2939516.80155843,-7013653.79140405 -2939500.48158108,-7013642.38224447 -2939466.64090474,-7013625.30449335 -2939421.0246511,-7013611.81661417 -2939381.01969908,-7013607.58422631 -2939343.04474302,-7013587.47177838 -2939276.57911966,-7013592.02702947 -2939260.04627534,-7013631.96674113 -2939230.0632959,-7013668.19536669 -2939210.52411269,-7013694.21260821 -2939201.70490807,-7013717.26753488 -2939197.84726366,-7013733.44229381 -2939193.02054275)",track,yes,,,,,,,,,,
"LINESTRING (-7013625.13872283 -2939544.27106861,-7013660.63215711 -2939516.80155843)",track,yes,,,,,,,,,,
"LINESTRING (-7012976.55591946 -2939341.39874026,-7013082.19644239 -2939298.72318878,-7013184.77831145 -2939257.10403305,-7013278.10948513 -2939218.61974861,-7013368.89046772 -2939182.70104045,-7013442.23136167 -2939150.99171644,-7013489.94315511 -2939134.8182657,-7013513.73597775 -2939190.15241012,-7013531.81741303 -2939223.45315919,-7013548.35935687 -2939252.12926009,-7013568.43996533 -2939271.0351318,-7013587.47177838 -2939276.57911966)",track,yes,,,,,,,,,,
"LINESTRING (-7010726.73118505 -2944556.96568787,-7010726.85153402 -2944599.65056949,-7010714.45167286 -2944647.2044214,-7010699.82783345 -2944696.04284536,-7010691.26221282 -2944737.48411949,-7010690.05791413 -2944757.23544261)",track,,,gravel,,,,,,grade3,,
"LINESTRING (-7009657.81760874 -2944985.4253767,-7009646.45371503 -2944977.28161479,-7009627.79839249 -2944961.6456369,-7009612.62291093 -2944921.27129299,-7009599.41688516 -2944904.32574949,-7009589.27919453 -2944890.09223057,-7009585.05500419 -2944869.57719901,-7009595.89031445 -2944842.90489394,-7009614.07961686 -2944801.4117281,-7009620.11225263 -2944781.17793118,-7009616.77611309 -2944769.41853348)",track,,,,,,,,,grade4,,
"LINESTRING (-7008921.91138313 -2945411.95729864,-7008868.55640564 -2945364.53925898,-7008854.72305483 -2945352.25282238,-7008800.09229598 -2945317.18977182,-7008740.7061483 -2945303.01208248,-7008691.96273447 -2945310.92624403,-7008672.38923268 -2945310.06555431,-7008649.89318407 -2945290.89527203,-7008585.25273155 -2945229.26764305,-7008560.47786783 -2945193.76270903)",track,,,,,,,,,,,
"LINESTRING (-7008742.09980184 -2945214.77894119,-7008709.38589658 -2945219.42588671,-7008669.96514705 -2945235.94794773,-7008629.86522982 -2945237.74489683,-7008585.25273155 -2945229.26764305)",track,,,,,,,,,,,
"LINESTRING (-7008058.18345739 -2945582.94214781,-7008099.79486905 -2945572.11416631,-7008227.31942936 -2945511.88594779,-7008396.17392085 -2945431.25362135,-7008418.90068824 -2945412.87834863,-7008474.85151034 -2945340.43781945,-7008547.68701268 -2945216.27787921,-7008560.47786783 -2945193.76270903,-7008608.30640549 -2945084.46563865,-7008655.48659408 -2944963.62695436,-7008681.12838881 -2944916.99688057,-7008696.68264656 -2944888.69103215,-7008743.00370711 -2944813.08657628)",track,,,,,,,,,,,
"LINESTRING (-7007132.12654933 -2945824.99189629,-7007146.3139047 -2945837.68827426,-7007194.00397329 -2945822.57506073,-7007594.43904518 -2945591.89667378,-7007646.12849611 -2945558.5110486,-7007679.50946878 -2945549.15387367,-7007722.52050013 -2945548.72913182,-7007761.68708484 -2945551.05815519,-7007789.12134846 -2945573.28864524,-7007816.72461917 -2945617.27681141,-7007867.45836114 -2945633.824538,-7007908.34159799 -2945679.01935099,-7007984.44827541 -2945771.75326129)",track,yes,,,,,,,,,,
"LINESTRING (-7007264.96655236 -2945550.86683693,-7007575.68326374 -2945385.91220527,-7007602.73366337 -2945371.38168404,-7007715.36579253 -2945310.88030082,-7007882.95751356 -2945221.24966905)",track,,,,,,,,,,,
"LINESTRING (-7006393.37441865 -2945695.44320542,-7006417.78122864 -2945751.00857071,-7006433.69550531 -2945755.66522666,-7006523.27212692 -2945729.69316131,-7006583.59548806 -2945881.41859939,-7006658.78825599 -2945859.61262806,-7006670.62738816 -2945871.38128984,-7006726.15966406 -2945996.03655948,-7006736.72463178 -2946003.95572714,-7006872.80927168 -2945924.258818,-7006943.41883465 -2945882.45638821,-7006965.3634381 -2945885.81330279,-7006984.53625341 -2945906.57347355,-7007132.12654933 -2945824.99189629)",track,yes,,,,,,,,,,
"LINESTRING (-7000213.04295036 -2942796.30974486,-7000216.18128237 -2942826.90861985,-7000185.65474223 -2942911.01471625)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7000020.45799686 -2941906.61484992,-7000143.26917409 -2941995.8309435,-7000160.32255864 -2942017.87347763,-7000295.84848452 -2942124.89422394,-7000420.79364093 -2942225.90029801)",track,,,,,,,,,grade3,bad,
"LINESTRING (-6999596.02290002 -2940950.95510758,-6999228.80373424 -2940674.92386692)",track,,,,,,,,,grade3,bad,
"LINESTRING (-6999362.50153804 -2939030.14338105,-6999335.34198695 -2938955.96337317)",track,yes,,,,,,,,,,
"LINESTRING (-6999065.72711422 -2939203.41851659,-6998812.39337065 -2939131.03209022)",track,yes,,,,,,,,,,
"LINESTRING (-6998812.39337065 -2939131.03209022,-6998884.25890484 -2938859.5355495)",track,yes,Hibiscus Avenue,,,,,,,,,
"LINESTRING (-6998424.76105045 -2938488.71639764,-6998414.42075611 -2938472.12410486,-6998407.53181673 -2938434.24485249,-6998386.18453634 -2938376.72821271,-6998361.78395644 -2938330.56107575,-6998325.05145045 -2938290.04746858,-6998278.05772259 -2938253.99455954,-6998260.92579519 -2938230.86391719,-6998255.64392682 -2938189.00239225,-6998242.76700361 -2938162.46498522,-6998209.00220047 -2938129.27590585,-6998195.41333837 -2938104.94466251,-6998190.1370204 -2938063.10192802,-6998181.93226195 -2938027.12251773)",track,yes,,,,,,,,,,
"LINESTRING (-6997498.91833278 -2939864.87731064,-6997435.46496936 -2939889.45892325,-6997406.18761771 -2939920.67526001,-6997380.52874857 -2939952.09806204,-6997356.31434312 -2939966.68311151,-6997314.51350036 -2939973.39286521,-6997262.20222532 -2939958.43430461,-6997215.83215193 -2939929.39202167,-6997182.47439679 -2939913.70262785,-6997159.13913543 -2939903.49864734,-6997068.63604019 -2939860.45371052,-6996944.49205756 -2939803.59763092,-6996879.57073923 -2939782.80543108,-6996857.38809236 -2939768.44739929,-6996832.59947895 -2939753.9286891)",track,yes,,,,,,,,,,
"LINESTRING (-6997099.68301863 -2939725.27246798,-6997094.23665531 -2939699.76157908,-6997081.98372781 -2939661.21089666,-6997083.10393896 -2939605.60841816,-6997096.86635851 -2939554.74640904,-6997116.50885401 -2939483.29335955,-6997130.6231363 -2939460.69064628,-6997149.38837843 -2939447.80667261,-6997172.52954527 -2939435.95692807,-6997191.0409391 -2939436.45849979,-6997208.75034162 -2939443.51331899,-6997229.62762177 -2939455.53104297,-6997242.92397413 -2939469.60543618,-6997257.95832951 -2939490.37527918,-6997277.38443181 -2939517.43270831,-6997292.68107925 -2939547.91476499,-6997306.28302393 -2939614.36881188,-6997305.90986346 -2939637.10478254,-6997293.27051724 -2939665.98042535,-6997271.7293501 -2939706.42393456,-6997263.01789946 -2939740.27075584,-6997335.94071094 -2939788.88215785,-6997351.71673082 -2939803.63136764,-6997381.23377763 -2939837.56362389,-6997389.54360839 -2939849.5628845,-6997409.7180531 -2939872.86897775,-6997435.46496936 -2939889.45892325)",track,yes,,,,,,,,,,
"LINESTRING (-6997099.68301863 -2939725.27246798,-6996898.44754849 -2939630.98195633)",track,yes,,,,,,,,,,
"LINESTRING (-6998329.19834 -2938817.20827624,-6998333.25357308 -2938879.99058119,-6998319.33605028 -2938933.88282446,-6998306.6941953 -2938991.61955311,-6998313.80776044 -2939012.72276803,-6998335.71235792 -2939052.32787769,-6998344.11969129 -2939077.26986736,-6998355.10983401 -2939103.48552366,-6998377.61237814 -2939132.20593311,-6998386.01949965 -2939157.14813535,-6998384.91924743 -2939210.97395673,-6998383.7670658 -2939251.98608452,-6998383.86316848 -2939284.04158873,-6998385.90843083 -2939321.821536,-6998389.87466833 -2939358.97109548,-6998391.22445811 -2939382.02722338,-6998380.27225101 -2939428.2213264)",track,yes,,,,,,,,,,
"LINESTRING (-6997866.75222109 -2938877.79364251,-6997900.57027235 -2938784.39850966,-6997940.07972963 -2938662.81853837,-6997954.70570587 -2938623.87165225,-6997971.49415964 -2938573.18212597,-6997972.28093394 -2938540.56204181,-6997989.06206355 -2938505.93876785,-6998021.2173425 -2938452.86448613,-6998053.2956977 -2938376.26134552,-6998069.27881611 -2938317.39127664,-6998105.67845795 -2938212.86128074,-6998145.53650448 -2938089.49642906,-6998181.93226195 -2938027.12251773,-6998234.24492583 -2937891.20309585,-6998249.58060532 -2937862.46920918,-6998285.01736218 -2937827.88260242,-6998294.21055181 -2937805.65127584,-6998319.37262472 -2937771.10925981,-6998329.56242359 -2937741.66339791,-6998319.47956666 -2937716.14333816,-6998305.97743638 -2937674.63236367,-6998317.33140921 -2937640.12541564)",track,yes,,,,,,,,,,
"LINESTRING (-6997310.50198464 -2938638.14759688,-6996938.34381974 -2939260.18899529,-6996614.76491354 -2939853.75570575)",track,yes,,,,,,,,,,
"LINESTRING (-6997866.75222109 -2938877.79364251,-6997310.50198464 -2938638.14759688,-6996775.83906525 -2938437.98038261,-6996503.3637293 -2938330.24158052,-6996408.99030697 -2938564.53343703,-6996231.37646834 -2939005.50716463)",track,yes,,,,,,,,,,
"LINESTRING (-6998526.39809876 -2936745.47855221,-6998530.6976843 -2936727.07349961,-6998539.06154481 -2936681.17380383)",track,yes,,,,,,,,,,
"LINESTRING (-6998211.11519432 -2936655.42205449,-6998318.82901926 -2936701.24519037,-6998331.56120259 -2936694.59357838,-6998394.88287393 -2936639.40752737,-6998404.96549096 -2936634.59592754,-6998411.71574231 -2936642.1304588,-6998412.31155822 -2936650.81099513,-6998405.61513979 -2936660.10242446,-6998384.51850271 -2936679.43570096,-6998383.27177624 -2936688.27040387,-6998386.67569875 -2936696.93992635,-6998391.60143815 -2936700.42686952,-6998398.18516638 -2936703.33100475,-6998511.18286958 -2936740.22134847)",track,yes,,,,,,,,,,
"LINESTRING (-6996402.7431156 -2939072.28723004,-6996208.0210623 -2939565.74033408)",track,yes,,,,,,,,,,
"LINESTRING (-6997108.69049755 -2939323.91254032,-6996938.34381974 -2939260.18899529,-6996402.7431156 -2939072.28723004,-6996231.37646834 -2939005.50716463,-6995985.43053517 -2938920.19873521,-6995968.56190307 -2938925.6278585,-6995896.92041697 -2939119.08927447,-6995827.79975738 -2939303.24261322,-6995814.09391657 -2939328.99787669,-6995804.62418021 -2939363.83311613,-6995776.24287364 -2939395.78698473,-6995757.15369324 -2939407.22466476,-6995730.63280805 -2939410.74663261,-6995700.93791787 -2939411.9479199,-6995423.07954127 -2939424.69563415,-6995401.0003677 -2939415.07341676,-6995375.36632579 -2939404.95760834,-6995341.66981686 -2939403.56671507,-6995308.3364966 -2939413.426424,-6995266.84209422 -2939438.28327638,-6995229.70869251 -2939454.72811743,-6995190.34596124 -2939462.19107254,-6995128.6550755 -2939463.43035003)",track,yes,,,,,,,,,,
"LINESTRING (-6994262.57531717 -2939483.71340163,-6994240.33468363 -2939514.17490202,-6994239.42179572 -2939552.0974571,-6994245.18992937 -2939594.58833653,-6994272.42721619 -2939624.67374211)",track,yes,,,,,,,,,,
"LINESTRING (-6994761.82365319 -2941505.9244198,-6994717.89430531 -2941518.46022579,-6994656.26589137 -2941512.99530284,-6994631.60445643 -2941490.94950268,-6994605.18483478 -2941484.69492951,-6994574.13219685 -2941452.66382803,-6994567.7032105 -2941433.56939192,-6994623.55917178 -2941221.71627904,-6994629.56460862 -2941197.41068371,-6994649.57904898 -2941139.48394434,-6994679.08228758 -2941105.17892024,-6994711.60369399 -2941069.36108167,-6994743.45936352 -2941008.95869946,-6994771.81361914 -2940949.70008078)",track,yes,,,,,,,,,,
"LINESTRING (-6994178.61005107 -2940907.25013507,-6994196.8006717 -2940898.06537272,-6994230.86552134 -2940871.33791511,-6994246.45192758 -2940849.86358591,-6994272.64565957 -2940831.36332469,-6994303.26445453 -2940816.94833029,-6994366.19302065 -2940796.15601721,-6994416.07681117 -2940783.31794818,-6994503.58669875 -2940769.17473803,-6994547.26042728 -2940763.69523822,-6994623.54209811 -2940758.2823927,-6994683.95988169 -2940752.51342725,-6994725.36203616 -2940748.86657103,-6994761.52571901 -2940744.51835665,-6994781.32124268 -2940738.08246304)",track,yes,,,,,,,,,,
"LINESTRING (-6994266.87432136 -2940389.68838128,-6994269.55209557 -2940311.61457965,-6994268.22891907 -2940231.13196738)",track,yes,,,,,,,,,,
"LINESTRING (-6993883.83490166 -2940302.57451931,-6993906.02350651 -2940284.73330855,-6993932.19509694 -2940261.67795595,-6993947.21062578 -2940255.08010199,-6993960.41662051 -2940258.19598082,-6993971.66917689 -2940266.04323068,-6994009.80642926 -2940278.44889763,-6994030.45676062 -2940282.60277316,-6994049.10675343 -2940277.80115234,-6994064.6956497 -2940263.91230209,-6994120.46418111 -2940233.88188302,-6994268.22891907 -2940231.13196738,-6994392.85224132 -2940118.85982077,-6994446.21403466 -2940050.14740636,-6994487.70282783 -2940018.3642557,-6994506.97035064 -2940010.83704134,-6994559.1462237 -2940000.2443542,-6994608.39128279 -2939974.97661943,-6994648.75524728 -2939974.45872887,-6994683.88126801 -2939977.67834563)",track,yes,,,,,,,,,,
"LINESTRING (-6996408.99030697 -2938564.53343703,-6995145.57847576 -2938105.00790453)",track,yes,,,,,,,,,,
"LINESTRING (-6993890.17681517 -2939306.95210775,-6993924.99325828 -2939318.78073247,-6993964.70089113 -2939346.01010217)",track,yes,,,,,,,,,,
"LINESTRING (-6993678.67289968 -2939342.78622658,-6993732.76458453 -2939345.93767055,-6993787.92854795 -2939345.88318245,-6993814.72679335 -2939338.23713325,-6993859.73129452 -2939316.54961958,-6993890.17681517 -2939306.95210775,-6993947.67236938 -2939296.78141728,-6993961.50305424 -2939306.06541105)",track,yes,,,,,,,,,,
"LINESTRING (-7001293.87326157 -2945209.5780001,-7001080.975898 -2944773.8510812)",track,yes,,gravel,,,,,,,,
"LINESTRING (-7002166.90249787 -2944498.92778939,-7002260.35229281 -2944703.67451975,-7002331.32260502 -2944886.07650708,-7002375.49209025 -2944988.78395957,-7002407.00988347 -2945084.18278068)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7004399.00446898 -2943730.53764154,-7004008.76693261 -2943963.64511025)",track,,,,,,,,,,,
"LINESTRING (-7004802.96560722 -2943509.51747071,-7004399.00446898 -2943730.53764154)",track,,,,,,,,,,,
"LINESTRING (-7007481.43250687 -2930204.1725804,-7007382.22790176 -2930240.89483026,-7007375.16892053 -2930243.52179204,-7007188.96832874 -2930318.03738788,-7007169.81901665 -2930318.21854847,-7007152.50110015 -2930309.88574797,-7007108.94673279 -2930276.72174105,-7007084.78977695 -2930268.89161374,-7007063.68127886 -2930269.12459653,-7007038.2601714 -2930274.96486219,-7007012.34106436 -2930293.90726406,-7006968.7155353 -2930313.33930906,-7006957.46342475 -2930313.7239255)",track,yes,,,,,,,,,,
"LINESTRING (-7008556.75839469 -2930105.47640736,-7008805.2378778 -2930057.11615958,-7009045.06588281 -2930013.03105256,-7009334.19640395 -2929990.11836962)",track,yes,,,,,,,,,,
"LINESTRING (-7007108.94673279 -2930276.72174105,-7007014.26754755 -2930018.87525146)",track,,,,,,,,,,,
"LINESTRING (-7007382.22790176 -2930240.89483026,-7007279.00952939 -2929944.84803871)",track,,,,,,,,,,,
"LINESTRING (-7006957.46342475 -2930313.7239255,-7006947.69579965 -2930306.63509217,-7006815.01298578 -2930126.12046723,-7006791.61897167 -2930101.84050673,-7006768.69436718 -2930089.86204472,-7006702.70440198 -2930066.75266766,-7006669.3337741 -2930055.82810094,-7006648.81203822 -2930055.43192091,-7006629.74968452 -2930049.43602638,-7006622.1551167 -2930041.62900961,-7006604.09764903 -2930008.75053311,-7006597.20896577 -2930007.63065033,-7006590.86927261 -2930010.19750024,-7006209.0039204 -2930200.32535019)",track,yes,,,,,,,,,,
"LINESTRING (-7007607.81406918 -2930145.31073293,-7007645.91075243 -2929840.19733915,-7007687.72553291 -2929535.24623519)",track,yes,,,,,,,,,,
"LINESTRING (-7008999.33990931 -2929510.66349854,-7008977.07223983 -2929249.56734803,-7008938.6609495 -2929151.17321345,-7008915.31470406 -2929042.17761754,-7008939.74549541 -2928884.3405394,-7009307.514979 -2928769.67974646)",track,yes,,,,,,,,,,
"LINESTRING (-7007873.76219087 -2929016.18313799,-7008275.26620663 -2928840.10974881,-7008485.25060851 -2928746.34155304,-7008526.31185213 -2928730.57930006,-7008594.87172161 -2928705.59881903,-7008901.70660466 -2928578.87165196,-7009197.32506013 -2928469.651933)",track,yes,,,,,,,,,,
"LINESTRING (-7008830.36824341 -2927996.72138594,-7008901.70660466 -2928578.87165196,-7008959.0596729 -2928781.11847581,-7008957.5288646 -2928805.85269409,-7008939.74549541 -2928884.3405394)",track,yes,,,,,,,,,,
"LINESTRING (-7008644.41756123 -2927995.29938955,-7008594.87172161 -2928705.59881903)",track,yes,,,,,,,,,,
"LINESTRING (-7008442.18426166 -2927996.86081403,-7008275.26620663 -2928840.10974881)",track,yes,,,,,,,,,,
"LINESTRING (-7005857.99674946 -2929076.45629557,-7005826.25843855 -2929102.54686819,-7005789.24344392 -2929141.88900025,-7005780.7873179 -2929148.64027719,-7005769.31475359 -2929153.79501127,-7005748.4167296 -2929161.01000241)",track,,,,,,,,,,,
"LINESTRING (-7004671.391004 -2929462.9080673,-7004803.64023671 -2930402.86594659,-7004794.08586613 -2930669.07844662)",track,yes,,,,,,,,,,
"LINESTRING (-7004371.2226542 -2931303.90858445,-7004204.3328088 -2931265.57220624,-7004162.96253819 -2931255.0953588,-7004134.12478938 -2931248.32678829,-7004114.59367036 -2931235.73048611,-7004059.94516249 -2931233.08786282)",track,,,,,,,,,,,
"LINESTRING (-7004794.08586613 -2930669.07844662,-7003503.04603557 -2930557.24621171)",track,yes,,,,,,,,,,
"LINESTRING (-7003355.65557257 -2931290.06986572,-7003334.11955362 -2931294.25811417,-7003312.44885202 -2931304.12549032,-7003287.80239884 -2931324.01790759,-7003268.29680466 -2931330.6089114,-7003218.92119343 -2931361.59251674)",track,yes,,,,,,,,,,
"LINESTRING (-7002809.13155074 -2933520.05036796,-7002800.51381189 -2933511.73334705,-7002745.52614309 -2933508.51711579,-7002695.80213992 -2933506.58522944,-7002636.05226967 -2933507.40365946,-7002524.98957477 -2933511.62280749,-7002508.0003364 -2933508.64845382,-7002498.46587614 -2933501.81063931,-7002493.04498837 -2933492.2647762,-7002500.196779 -2933417.82531343,-7002510.22471136 -2933307.14040738,-7002524.28182743 -2933188.30662179,-7002532.51748997 -2933126.17510614,-7002540.42578775 -2933051.68146499,-7002543.27148616 -2932997.34059663)",track,yes,,,,,,,,,,
